,cc_b3m1
7512,1.3695173483761103
7513,0.8102402118136389
7514,0.5117695200390457
7515,0.8194392749693797
7516,1.280628688466651
7517,1.1936646279718275
7518,0.7544010153217506
7519,0.5688760470416181
7520,0.8291134238605551
7521,0.7638548659764695
7522,0.8960377149553658
7523,0.5081432543726638
7524,-0.28668582998639813
7525,-0.6162487192730648
7526,-0.18949927646735354
7527,0.19004265535485843
7528,0.9331055619966033
7529,1.2066961550379318
7530,0.8031428564744907
7531,0.7514724930707644
7532,0.7678433525225312
7533,0.8166285866072904
7534,0.5885121299328038
7535,0.1416756299068851
7536,0.382609165215019
7537,0.8249412357971089
7538,0.8318825035524249
7539,0.7144328249104266
7540,0.3954432380564121
7541,-0.15775348577800585
7542,-0.7681453109630816
7543,-0.8940804039840682
7544,-0.23741663180763162
7545,-0.2743987279383635
7546,-1.4817047603957239
7547,-2.62922316338811
7548,-3.077137122849397
7549,-3.0142960706818442
7550,-2.6340842973489202
7551,-1.990943831403051
7552,-1.8856630227782887
7553,-1.8104071733864568
7554,-1.463978206033664
7555,-1.6128910763287507
7556,-1.4609341583859567
7557,-1.6196522439300178
7558,-1.0377261455699873
7559,-0.23980733766490303
7560,-0.19193407020841668
7561,-0.2937439808755631
7562,-0.5252249683201118
7563,-0.49355328561456346
7564,-0.44459677885840065
7565,-0.7327261104457676
7566,-0.815063494885564
7567,-0.2731568585926212
7568,-0.035267713791402144
7569,-0.300310364818003
7570,-0.33107774817157853
7571,-0.4118293947870253
7572,-0.18611202184882458
7573,0.08372543962324386
7574,0.6476306856052787
7575,0.6415287913159098
7576,0.6737925896716632
7577,1.191824348921763
7578,1.3410427681711337
7579,1.7412340512334836
7580,1.7058795061616703
7581,1.852612219185298
7582,1.69620196711967
7583,1.5252440326964596
7584,1.0496950116263726
7585,1.1151026477501933
7586,0.736005406977922
7587,0.6893020233488834
7588,0.2259359039163229
7589,-0.559823574521829
7590,-0.6193695837291457
7591,-1.0698450703576992
7592,-0.9190470701785642
7593,-0.4323247623460347
7594,0.02906417898843472
7595,-0.19665514323245148
7596,-0.36284254623652856
7597,-0.007620780463385657
7598,0.6680829970814042
7599,1.5535114363393827
7600,1.8802168745494594
7601,1.5698130355838558
7602,1.4945545465058316
7603,1.1287273148677333
7604,1.4007824768910275
7605,0.9098268425189939
7606,0.622267616200542
7607,0.8934397155335443
7608,1.143066867400261
7609,1.773153074794914
7610,2.0172482739527346
7611,0.8316208012138446
7612,0.8957967601853003
7613,0.479455389227498
7614,0.9172470636817316
7615,1.6539145528164045
7616,1.4472010133139595
7617,1.7127630655271258
7618,2.0483540252458727
7619,2.138252939175958
7620,2.433208373219884
7621,3.1287864041683218
7622,3.1133511451557627
7623,3.68931482705133
7624,4.17249880483857
7625,4.144161255926061
7626,4.389620576306469
7627,4.450681834947417
7628,4.011273026486216
7629,3.918708024241571
7630,4.102163303008016
7631,4.182331021556223
7632,3.971982882925033
7633,4.515518785196222
7634,4.230478660789973
7635,4.300737814483695
7636,4.627381623087672
7637,5.0986981145203005
7638,5.178350846951478
7639,5.102011055295848
7640,5.17724747733758
7641,4.758257193503025
7642,4.3598464645726835
7643,4.00885614053714
7644,4.309545593394654
7645,4.205016807707652
7646,4.188361482120734
7647,3.688777538167634
7648,3.952129438286395
7649,3.834206303588818
7650,4.618552770218531
7651,4.710919931082891
7652,4.255924895333695
7653,3.8789482396680093
7654,3.525730652360208
7655,3.71711388547204
7656,3.9503617301096376
7657,4.264416225840734
7658,4.256513240319857
7659,3.9238057761837464
7660,3.6082118418665026
7661,3.3270299829431256
7662,3.771711551614647
7663,3.3906981366842643
7664,3.387730524018515
7665,3.316206385631231
7666,2.934479934494803
7667,2.4494271797595264
7668,2.32760607568145
7669,2.3256206478388393
7670,2.2175354618659586
7671,1.6297230278993737
7672,1.1745500670091875
7673,1.4080872439427097
7674,1.4844066234434372
7675,1.6084981199791368
7676,1.5103238465171884
7677,1.7226964711225605
7678,2.3210430746691255
7679,2.5325205454107476
7680,2.365511168120431
7681,2.352306819827371
7682,1.6445514082991703
7683,1.752967695477956
7684,1.736256238542122
7685,0.7722959679669135
7686,-0.4474237849165945
7687,-0.3619446597300211
7688,0.20523911411619444
7689,0.4244116739376036
7690,-0.24260126027225404
7691,-0.46009889288891515
7692,-1.0031207977689967
7693,-1.5480695158447997
7694,-2.2684837178471327
7695,-2.5841850015045864
7696,-2.2796007370213243
7697,-2.0493773071129535
7698,-1.5416581485432204
7699,-1.9329448487256062
7700,-1.8882333204004365
7701,-1.5551988209292524
7702,-0.7781406897276124
7703,-0.6837377782315848
7704,-0.820906466248557
7705,-1.2515404791664988
7706,-1.1891728081889603
7707,-0.6091277726462572
7708,-0.6188107743020606
7709,-0.4038985731945104
7710,-1.0920754678905542
7711,-1.6396783912075321
7712,-2.172363318000828
7713,-1.8068505118868892
7714,-1.6062768227469366
7715,-1.6457301828392517
7716,-2.234757035523735
7717,-2.6904682601168926
7718,-2.3829692396735425
7719,-2.468954126070866
7720,-2.041132728234535
7721,-1.6836246940725896
7722,-0.5342815121648155
7723,0.6651428387409819
7724,0.9831551174011857
7725,0.6717631230649097
7726,-0.23717246473866638
7727,-1.243910962887174
7728,-1.9363208227083852
7729,-1.8830860331214723
7730,-1.6688127170362854
7731,-1.0866375860870665
7732,-0.20821562238562663
7733,-0.21516777882509963
7734,-0.09682130836564617
7735,-0.24141078978606245
7736,0.31679718390629397
7737,0.6332392620603677
7738,0.9462482849067602
7739,1.21321288371783
7740,1.2788948416312511
7741,1.3158920630717326
7742,1.6461139792373647
7743,1.1882825785519913
7744,0.7255016297702426
7745,0.920256539226429
7746,1.0831383684259919
7747,1.422931678666977
7748,1.7299118276861982
7749,2.0592165650584136
7750,1.8682893690014808
7751,1.722439670602137
7752,1.6536822397743833
7753,1.5112574621620656
7754,1.1179952042429093
7755,1.1594020353408094
7756,1.942689047411566
7757,2.0668552450531337
7758,2.2888052146903615
7759,2.455480809543655
7760,2.28223376300134
7761,2.001798634829372
7762,1.8562985381553077
7763,1.8917899994048337
7764,1.4707900283246342
7765,1.993576990330352
7766,2.225639607414724
7767,1.6544856679360844
7768,0.7575277153523956
7769,-0.3484466129580017
7770,-1.0312127328675587
7771,-1.1969451066000527
7772,-1.0451426441384992
7773,-0.40687764071369514
7774,0.3625869113255451
7775,0.8480484006964346
7776,1.301213197465362
7777,2.017201869815933
7778,1.9080496763647652
7779,2.1366412472624923
7780,1.5071215001987959
7781,1.270655872498386
7782,0.9840414114219307
7783,0.872692821216912
7784,1.0698378392964205
7785,1.6520403088315643
7786,1.5616824617421017
7787,1.1721427414538113
7788,1.3641791005634722
7789,1.3553981255825303
7790,1.1647532923252708
7791,0.35304031978563977
7792,0.528457361208778
7793,0.44015534807815726
7794,0.2153399876680222
7795,0.49953100313557464
7796,0.5212192113002025
7797,0.5984932348598857
7798,0.45449058337495885
7799,0.48909432066756153
7800,0.4060343669051356
7801,0.4580284308164355
7802,-0.051392851197732625
7803,-0.6557413888160504
7804,-0.8159427247378677
7805,-1.0268966609184957
7806,-1.2048814907786394
7807,-1.2394066345875068
7808,-1.8535234306366029
7809,-2.641725649443366
7810,-2.0424245466014153
7811,-2.665996196628921
7812,-3.381602070095564
7813,-3.545053877866863
7814,-2.6397309470763624
7815,-2.0424692227406247
7816,-1.6007437558329176
7817,-1.2973241203659427
7818,-2.2032614308295564
7819,-2.616655154544148
7820,-2.502460904729034
7821,-2.5721311415030588
7822,-2.5575343751503326
7823,-1.7611888724585434
7824,-0.7566791869115495
7825,-1.085540767249034
7826,-1.9248954656151547
7827,-2.6042923570495944
7828,-2.5240616983142985
7829,-2.4410738897499833
7830,-1.9944603376887269
7831,-1.8435065298893925
7832,-1.130854343299843
7833,-0.8740797465388894
7834,-0.551570442545195
7835,-0.6886796545450746
7836,-1.2032954258479887
7837,-1.4158717322534091
7838,-2.209770018259963
7839,-2.331610439306697
7840,-3.0366310248756925
7841,-1.8241545292100128
7842,-0.4042111846850993
7843,0.14737678720933012
7844,0.2623416041783777
7845,-0.17516850443387355
7846,-0.653151756313596
7847,-1.6650141285330093
7848,-1.5067973775637125
7849,-1.7482570181539216
7850,-1.6512643095869475
7851,-1.5282649434804174
7852,-0.7531807623752886
7853,-0.18798536214587536
7854,0.05062710077303123
7855,-0.10903747750575832
7856,0.9854867126134561
7857,1.7594967550860172
7858,2.52798511025078
7859,3.246788106683349
7860,3.0196898925084525
7861,2.691342868935161
7862,2.615696242220455
7863,2.2233793690628385
7864,1.5430660881635294
7865,0.9869349919223218
7866,0.29966348053242164
7867,0.3284973384570087
7868,0.48370913770329693
7869,0.5906146077060086
7870,0.7332689410817395
7871,1.0702024460883433
7872,1.6553845351482508
7873,1.763445579208156
7874,1.0716186890479644
7875,0.4154651975325727
7876,0.22032337100771038
7877,1.09162594485848
7878,1.7559859225714707
7879,2.312692172938924
7880,1.836313698216001
7881,1.0628694322185748
7882,0.07834060861240211
7883,-0.5328219350819516
7884,-0.48444272667948773
7885,0.043675725151127054
7886,0.004383011909645518
7887,-0.9662134070384827
7888,-0.7447900136885721
7889,-1.1842620798084944
7890,-0.9077781663239861
7891,0.00013672042614842894
7892,0.9597575688099429
7893,1.7791458388224513
7894,1.9300617391989832
7895,2.1429299743963224
7896,2.05149804550037
7897,1.7215459269515705
7898,0.829244210546781
7899,0.14162720230009462
7900,-0.6886567503945837
7901,0.15200281167685326
7902,0.7494120498304202
7903,1.2812579188857658
7904,1.598882923782229
7905,1.660116354339273
7906,1.2411490324884369
7907,1.0414758220677314
7908,1.4561888935521115
7909,1.6031821350658184
7910,1.9047397604926477
7911,2.2141707903764978
7912,2.0929402453217385
7913,1.780011225992391
7914,1.4667851840108117
7915,1.3236031786703801
7916,1.167175836778572
7917,1.4831480100284242
7918,1.7038264402265746
7919,1.1389291891642568
7920,0.9419788237228754
7921,1.1955729825451993
7922,1.2590184482647295
7923,1.3372064907542427
7924,1.4031235847170525
7925,1.176981957609339
7926,1.2469958241442232
7927,1.1820456421917989
7928,0.6485195457181234
7929,0.6096703630833282
7930,0.8589336830577725
7931,1.4727056916234122
7932,0.9456503157171952
7933,1.0102353463010196
7934,1.3613997115035836
7935,1.3925672115024685
7936,1.4641083542489284
7937,1.4692294041827552
7938,1.105194858897919
7939,1.3216450603345393
7940,1.6872249566077357
7941,1.8776423223730045
7942,1.8894024701276546
7943,1.8555589087008908
7944,1.7456458439085871
7945,1.7518003875650923
7946,2.29746407479737
7947,2.488405921736078
7948,2.584235115543482
7949,2.5191220529718894
7950,2.639233252651989
7951,2.8740955789318754
7952,2.8220015082830923
7953,2.607143481260138
7954,2.6829066128989503
7955,2.5302524582601045
7956,2.4665147335580464
7957,2.594413355529719
7958,2.7541565831439296
7959,2.610750385230741
7960,2.819670277914563
7961,2.8047532129199624
7962,2.8656918691987467
7963,3.0163055563054098
7964,3.01738253095699
7965,2.803579964702225
7966,3.0001106673398166
7967,3.076468750286459
7968,3.304991362185543
7969,2.8633983399959977
7970,3.1494071917383195
7971,3.402120673866367
7972,3.2049311026430036
7973,3.1681703408295707
7974,3.313290415973242
7975,3.3257265045833115
7976,3.209551480806631
7977,2.9761711438331346
7978,3.423226915472398
7979,3.48703399285475
7980,4.214520061388619
7981,4.513367543323189
7982,4.670622485049958
7983,4.916263175859419
7984,4.673773976678941
7985,4.188275869022407
7986,3.2926316639931947
7987,3.0218814594205163
7988,2.8334209632515535
7989,2.5679492289855226
7990,2.1130394005013144
7991,1.477944050897504
7992,1.2535305277040543
7993,1.6173794432161426
7994,2.291180476153036
7995,2.8156005725883855
7996,3.0961486633447937
7997,3.018009840809949
7998,3.1360287842276
7999,3.223996837443961
8000,3.7944147770702816
8001,3.651725734554553
8002,3.944411732068982
8003,1.1912515244871118
8004,0.36919728649442884
8005,-0.453812333172797
8006,0.15044794774647485
8007,-0.2313472727973256
8008,-0.05670546709665025
8009,-0.32742395710419814
8010,-0.3637285270982229
8011,-0.605286893752524
8012,-0.5718855029172296
8013,-0.20201398928658598
8014,-0.06349196174295191
8015,0.12132164903164266
8016,-0.40460594212846956
8017,0.12293942924574708
8018,-0.3056629186330664
8019,-0.5820740359389056
8020,-0.14139096942867546
8021,-0.6406476627496431
8022,-0.3945609555790899
8023,-0.5122102328659661
8024,-0.33261034502788434
8025,-0.45888684618538633
8026,-0.3646517431602394
8027,-0.8026072990938413
8028,-0.4831419477887984
8029,-0.6815815867353727
8030,-0.8814485777819403
8031,-0.8728226469954912
8032,-0.860320532346309
8033,-0.5183300768770351
8034,-0.9831532921224646
8035,-0.7565492402657465
8036,-0.538713767756823
8037,-0.45778545579263863
8038,-0.5296646797162623
8039,-0.6919980031803536
8040,-1.0007682015433819
8041,-0.8518960431415437
8042,-0.5259480253587441
8043,-0.4998474698098967
8044,-0.6825854940502936
8045,-0.35989238147262625
8046,-0.44434641500195227
8047,-0.5328999398777476
8048,-0.6214430893566316
8049,-0.5180528554042283
8050,-0.8910871341622819
8051,-0.7969985193507654
8052,-0.6829326343884325
8053,-0.28663255936579013
8054,-0.8746816590303048
8055,-0.2952500257315638
8056,-0.3955292331431295
8057,-0.3569702666543293
8058,-0.27238835575771425
8059,-0.6854910887672645
8060,-0.32580183522138384
8061,-0.5163357463273641
8062,0.05003434380638794
8063,-0.495743622780072
8064,-0.8793320943740071
8065,-0.14702237377079896
8066,-0.47537136193793117
8067,-0.17681743266413008
8068,-0.49675559027608784
8069,-0.15461556180995295
8070,-0.13993056853938768
8071,-0.16970070088737543
8072,-0.7506924484160322
8073,-0.22429856676625093
8074,-0.5744609417545234
8075,-1.0142789214138865
8076,-0.7037942308782359
8077,-0.7838832666093047
8078,-0.262858140167916
8079,-0.6841997713851278
8080,-0.03869385646811274
8081,-0.289956581695316
8082,-0.0855054504113788
8083,-0.7235442744100506
8084,-0.44617088169912655
8085,-0.4330573847024013
8086,-0.3858855970898212
8087,-0.3774713751722665
8088,-0.7674142365642567
8089,-0.5373835133612772
8090,-0.5848205455661564
8091,-0.7434249457468134
8092,-0.6998344646529588
8093,-0.6268792367315896
8094,-0.4352974427911587
8095,-0.7170964837556877
8096,-0.548698900662572
8097,-0.5853191116713639
8098,-0.5972890477235602
8099,-0.6028955768077395
8100,-0.3937346323669626
8101,-0.46373334935318766
8102,-0.2465832646605559
8103,-0.42977613043035134
8104,-0.86961559287721
8105,-0.34646253536177163
8106,-0.43478880711869117
8107,-0.3293116052617133
8108,-0.6544262852463731
8109,-0.3420940223370117
8110,-0.7475441219573096
8111,-0.6855523266924113
8112,-0.7427291814447603
8113,-0.6605417281528059
8114,-0.6015163209418262
8115,-0.8050572305033921
8116,-0.447604471546974
8117,-0.5813752124406619
8118,-0.8433139152806977
8119,-0.48180374528839565
8120,-0.6896208395388168
8121,-1.0187090011165623
8122,-0.8155170315590343
8123,-0.29055481228128954
8124,-0.2654095440911757
8125,-0.6768203908395876
8126,-0.6462050219784317
8127,-0.8859447510208636
8128,-0.360841593091795
8129,-0.641418759062784
8130,-0.43030448278069144
8131,-0.7304255662404948
8132,-0.3718937813021981
8133,-0.5996617220542273
8134,-0.42840221630500963
8135,-0.23973228188844686
8136,-0.31350411989862614
8137,-0.2736599520078524
8138,-0.3241995299787561
8139,-0.6890487491906185
8140,-0.40646884773323677
8141,-0.6431586505479334
8142,-0.2400522896335353
8143,-0.6894136158113007
8144,-0.3467227521234868
8145,-0.7219315668747708
8146,-0.52991115781529
8147,-0.5229942542403165
8148,-0.5204784938732665
8149,-0.1455656621291821
8150,-0.18006503405775387
8151,-0.31372316632604225
8152,-0.2292932226458353
8153,-0.5160111866605703
8154,-0.20544239696906086
8155,-0.05511960698399232
8156,0.019392108349113535
8157,-0.19737203798808167
8158,-0.1802166124918756
8159,-0.3234211779959679
8160,-0.33586941197473585
8161,-0.6105835559465689
8162,-0.43912638176410823
8163,-0.7989267636602957
8164,-0.7574367392227526
8165,-0.5389098419778406
8166,-0.6697385995675145
8167,-0.8326949469732803
8168,-0.5262068041393881
8169,-0.6024773589094519
8170,-0.8457450554190853
8171,-0.7063263959199908
8172,-0.7849348950645592
8173,-0.12971338873693128
8174,-0.32271712658185336
8175,-0.650355900041184
8176,-0.373775375093917
8177,-0.6004734120002198
8178,-0.6415135072668665
8179,-0.5019595550483302
8180,-0.2875951514922388
8181,-0.4463964626204522
8182,-0.7584849699429181
8183,-0.5327568047515072
8184,-0.6641196808849088
8185,-0.38619428907264464
8186,-0.37880161344381236
8187,-0.7598228531593492
8188,-0.594614152987603
8189,-0.30627915558508256
8190,-0.6412518591694987
8191,-0.6786725506315427
8192,-0.8163936290561615
8193,-0.7044797972006336
8194,-0.8118142444730054
8195,-1.005850814487717
8196,-0.6526979068007073
8197,-0.3558364684063271
8198,-0.6975331332210466
8199,-0.5854759044121423
8200,-0.8754620178783075
8201,-0.8564854646259583
8202,-0.6414585101760828
8203,-0.4363515621591816
8204,-0.3060093222372853
8205,-0.8062434311125966
8206,-0.6172255082196259
8207,-0.767953047402429
8208,-0.769695452087813
8209,-0.4402803350092661
8210,-0.5524007039429222
8211,-0.5243754984990652
8212,-0.5068508088565977
8213,-0.42971310797712015
8214,-0.3369462370391343
8215,-0.1946308880512504
8216,0.21947226022510868
8217,-0.1652380811462031
8218,-0.5337076691159224
8219,-0.25044354007462033
8220,-0.04203084502034926
8221,-0.3642636609353218
8222,-0.0369244398825046
8223,0.03379044078678106
8224,-0.33550362237181464
8225,-0.329195102467974
8226,-0.3443736624152116
8227,-0.33639576614623046
8228,-0.6825233991400701
8229,-0.40705753111797804
8230,-0.09143456064807687
8231,-0.7989764317223589
8232,-0.35282627348083295
8233,-0.16904827150908375
8234,-0.30961262895568
8235,-0.2343538060285928
8236,-0.2962291349490833
8237,-0.3323791703900838
8238,-0.07624150628172544
8239,-0.3819811175735275
8240,-0.29205088936677726
8241,-0.738556342086925
8242,-0.5389267158211695
8243,-0.7904953712350355
8244,-0.5890632458941241
8245,-0.4453567365379971
8246,-0.6432571363634754
8247,-0.5348659072190216
8248,-0.4407134174023746
8249,-0.15910993926995864
8250,-0.4396488761758839
8251,-0.378867737158437
8252,-0.5630752284297351
8253,-0.40111117609771973
8254,-0.6142080334162081
8255,-0.6843311141847792
8256,-0.3581453564243393
8257,-0.474593488535886
8258,-0.4867534094451198
8259,-0.5806783434486178
8260,-0.5821599499099275
8261,-0.4701252613256326
8262,-0.45504310986103036
8263,-0.4266555138706618
8264,-1.0324160814096217
8265,-0.7719619857620614
8266,-0.7148668882133595
8267,-0.6398384512471544
8268,-0.6724210922176272
8269,-0.7575554892884497
8270,-0.8088930202360682
8271,-0.2959511443809859
8272,-0.9079378493276362
8273,-0.5978828492124144
8274,-0.46054390438309944
8275,-0.29795015737444785
8276,-0.40987520015743506
8277,-0.7498590426223029
8278,-0.6178226916684242
8279,-0.5500136479176767
8280,-0.8542986012205294
8281,-0.778680595774782
8282,-0.432504766344298
8283,-0.21254450568522643
8284,0.09621230847336815
8285,-0.22741839939188324
8286,0.13855469762505912
8287,-0.5622085230611038
8288,-0.36081605371337133
8289,-0.13521275264871235
8290,-0.3842299949398935
8291,-0.17033251289718088
8292,-0.16693686696845056
8293,-0.31134860767330697
8294,-0.1544780718986889
8295,-0.18656726704061555
8296,-0.4611219832436415
8297,-0.36525036753775986
8298,-0.5267137919952525
8299,-0.3784471302029342
8300,-0.223673057147459
8301,0.05071953717645794
8302,-0.530674063524371
8303,-0.6627307095997157
8304,-0.28696730647723356
8305,-0.032990929705894345
8306,-0.4198052601556803
8307,-0.19838497192956517
8308,-0.32099250618583497
8309,-0.5486371039384519
8310,-0.5701569174059742
8311,-0.7053801119877452
8312,-0.5838358290354968
8313,-0.37153871688521356
8314,-0.27172544817127076
8315,-0.1889103522302804
8316,-0.5292884496409567
8317,-0.6950151429653104
8318,-0.5871111751333835
8319,-0.6631133643433884
8320,-0.7039402104127142
8321,-0.178785499097593
8322,-0.337913622781322
8323,-0.6315098185318817
8324,-0.46868286158115957
8325,-0.7815977162885019
8326,-0.8048350311815504
8327,-0.5170339358111669
8328,-0.43738666195537235
8329,-0.3316852572238833
8330,-0.5855623219493005
8331,-0.48664308519776966
8332,-0.6958675331637387
8333,-0.6641379471616187
8334,-0.6484094558367008
8335,-0.3255005254979739
8336,-0.5700412954072824
8337,-0.5013289111494181
8338,-0.8252572038792518
8339,-0.6910231394709907
8340,-0.5092154048617559
8341,-0.560163972309244
8342,-0.41993146962559535
8343,-0.8101930959062376
8344,-0.32638079463780656
8345,-0.43637730120052076
8346,-0.47348455236667775
8347,-0.40743983948635787
8348,-0.2502406968705131
8349,-0.19284910662999977
8350,-0.6394361793963874
8351,-0.7814984153349052
8352,-0.44261992044264
8353,-0.27275153336179514
8354,-0.25543581053296904
8355,-0.1808365430156318
8356,0.0898484785974869
8357,-0.3080320483967611
8358,-0.43415833081752986
8359,-0.7332486983532096
8360,-0.6612725523153031
8361,-0.7994036276216576
8362,-0.7828731745897297
8363,-0.6339186564655215
8364,-0.6136819447248492
8365,-0.8873985176417154
8366,-0.3993468439058532
8367,-0.6836871636772361
8368,-0.814268042832957
8369,-0.5811883683334162
8370,-0.5995281537559229
8371,-0.9425729399274534
8372,-0.8918297414164407
8373,-0.6705132860564138
8374,-0.7097405553606713
8375,-0.3089664565700403
8376,-0.6283361303518014
8377,-0.49491713390860426
8378,-0.796524397112341
8379,-0.783035414204722
8380,-0.4388641386162906
8381,-0.9338766298228087
8382,-0.42394765869267736
8383,-0.815861445020829
8384,-0.8912856552341601
8385,-0.49744215094316147
8386,-0.4448761515437152
8387,-0.5852074763652144
8388,-0.46919011652529896
8389,-0.654537088269084
8390,-0.6776278139412852
8391,-0.9668556789420002
8392,-0.793886829123311
8393,-0.27024375158142533
8394,-0.5615939659378668
8395,-0.6365374403453234
8396,-0.8029603115286381
8397,-0.8711612567005353
8398,-0.914369612981135
8399,-0.7464330456258885
8400,-0.6351358130352782
8401,-0.6451096569112291
8402,-0.47750769242019153
8403,-0.8291045069278518
8404,-0.7904047238877929
8405,-0.9627856385269595
8406,-0.7098398912730115
8407,-0.4590584133780382
8408,-0.12309152712611393
8409,-0.6844723605241008
8410,-1.071096497077022
8411,-0.847633933588547
8412,-0.6075322139023811
8413,-0.5240435197240565
8414,-0.5066646524919829
8415,-0.5050181168385794
8416,-0.6345515729105227
8417,-0.7024142348606954
8418,-0.7400092512372272
8419,-0.8572784709490335
8420,-1.0982667676697009
8421,-0.9676481016650076
8422,-0.24558167161110767
8423,-0.5260852398832228
8424,-0.8294570589118564
8425,-0.8416908574988184
8426,-0.6881184752147522
8427,-0.6699733233366167
8428,-0.4560706964524197
8429,-0.9903589921255662
8430,-0.5296572176163483
8431,-0.5814966830639552
8432,-0.7504849950482004
8433,-0.5881749372693594
8434,-0.9542890892296914
8435,-0.5590498190722339
8436,-0.6135368758499844
8437,-0.3866099924985864
8438,-0.491734780660698
8439,-0.5982873227749899
8440,-0.5411400747210244
8441,-0.4342993397573309
8442,-0.3477058038571439
8443,-0.4537596160595925
8444,-0.5982347676781803
8445,-0.684844876614557
8446,-0.433181486089639
8447,-0.8053262964739396
8448,-0.8337849309722056
8449,-0.6221882361599995
8450,-0.5935343012065832
8451,-0.7410519278938104
8452,-0.6912277267205607
8453,-0.5971742684590478
8454,-0.6773039538545245
8455,-0.38592294901627433
8456,-0.6887779344477476
8457,-0.4052232955694546
8458,-0.654584452357259
8459,-0.6079874883247136
8460,-0.9052027700713108
8461,-0.8054842099150665
8462,-0.9849902371976675
8463,-1.064429738758525
8464,-0.7586186185192165
8465,-0.591609575385629
8466,-0.2788360088534674
8467,-0.33870190021321633
8468,-0.43397121860395416
8469,-0.5361866933059751
8470,-0.5609019424460016
8471,-0.37258344363671725
8472,-0.2984252869095254
8473,-0.5634965415740982
8474,-0.30834774523276565
8475,-0.290043752664527
8476,-0.564100667761462
8477,-0.8438670330990501
8478,-0.6821156228011098
8479,-0.8040732734162734
8480,-0.4363212860894805
8481,-0.30428842768472997
8482,-0.2576353772121074
8483,-0.701669421655307
8484,-0.07685820485720818
8485,-0.5065841340359256
8486,-0.389137023196394
8487,-0.7649361566667299
8488,-0.8552698672533197
8489,-0.6182038488625601
8490,-1.2035373859695877
8491,-0.8787243200200692
8492,-0.6264731113547555
8493,-0.9231116496156293
8494,-0.6700118797764336
8495,-0.6732103019673072
8496,-0.5074856977811653
8497,-0.5983795206889511
8498,-0.9996964520977567
8499,-0.753833815481963
8500,-1.0194603813187086
8501,-0.4586924318809853
8502,-0.6725058296604587
8503,-0.7152359083390625
8504,-0.7292888784194105
8505,-0.4146696620565322
8506,-0.8844301630921247
8507,-0.665598256001406
8508,-0.760001235746012
8509,-0.7808233156291902
8510,-0.9800352478448939
8511,-0.9313856648941794
8512,-0.6832241079416743
8513,-0.9308570811599424
8514,-0.6485821485679679
8515,-0.4916076667622029
8516,-0.6714684018092125
8517,-0.4223027753617856
8518,-0.529513207950556
8519,-0.6735560683682902
8520,-0.703423085265797
8521,-0.6890886070183946
8522,-0.8387497124104506
8523,-0.619069105031766
8524,-0.528575480630499
8525,-0.5082663934796336
8526,-0.2778025373467372
8527,-0.2161394624086057
8528,-0.03142065268422911
8529,-0.3019952886178032
8530,-0.48824541336133365
8531,-0.4670225545457445
8532,-0.32173117735749557
8533,-0.4850168567926527
8534,-0.7354521905441977
8535,-0.36090134446273936
8536,-0.626251818896737
8537,-0.3576486353905306
8538,-0.13427539510456654
8539,-0.6639055323458596
8540,-0.5406754862856822
8541,-0.3241118987486047
8542,-0.46716312020656225
8543,-0.4137577566798907
8544,-0.6280715424086676
8545,-0.7678267373175274
8546,-0.3619435567346372
8547,-0.4693571901679512
8548,-0.5182252180274727
8549,-0.012595177659950885
8550,-0.3104444586333699
8551,-0.2283412423682485
8552,-0.6914781809585744
8553,-0.7701353704556801
8554,-0.7520221576504831
8555,-0.8776668496802102
8556,-0.9195134484700542
8557,-0.7424644188753167
8558,-0.9538165880285145
8559,-1.0522730591790292
8560,-0.5652588166407408
8561,-0.42248347334599323
8562,-0.6991134543353983
8563,-0.9562437203527434
8564,-0.6505242249645402
8565,-0.565874242229846
8566,-1.0550580601210608
8567,-0.8097228025191097
8568,-0.7488436729362871
8569,-0.4805491090963212
8570,-0.9739657338799041
8571,-0.7954234253884902
8572,-0.7243437863364743
8573,-0.7901005057168167
8574,-0.6832490254746517
8575,-0.8220738820865314
8576,-1.0154680458119536
8577,-0.8419742030251083
8578,-0.7843588788619371
8579,-0.8367236722950437
8580,-1.010528729117798
8581,-0.9870743577628147
8582,-0.7286564713735864
8583,-0.6522992361636533
8584,-0.6708725340016937
8585,-0.8681460884396603
8586,-0.808842128421329
8587,-0.7642982023687512
8588,-0.8888818624419699
8589,-1.1515771943375732
8590,-1.0178884085329898
8591,-1.3376633251287675
8592,-1.0509264145297479
8593,-0.8884484849868262
8594,-1.0846501155179915
8595,-0.85197888586573
8596,-0.9455812019346901
8597,-0.8770703809224116
8598,-0.8104103801561653
8599,-0.9465668542222403
8600,-0.5853947880150319
8601,-0.6104199152095031
8602,-0.8282958000095402
8603,-0.9284282973972555
8604,-0.4351128047123751
8605,-0.7558938509439184
8606,-0.6142044254842141
8607,-0.8794054856046998
8608,-1.0285153126229538
8609,-0.9777300638189033
8610,-0.6063411589094105
8611,-1.1289936398602691
8612,-1.0031002839330618
8613,-1.1400600122219515
8614,-0.9162711014384914
8615,-0.8686142062039934
8616,-1.00073509942629
8617,-0.6867994339862324
8618,-0.5767073778089777
8619,-0.70927492099338
8620,-0.9407581946496233
8621,-0.8937680388619746
8622,-0.8620900239703868
8623,-0.49794843605940287
8624,-0.7092126653461204
8625,-0.7925607306461959
8626,-0.882413980744154
8627,-1.0712292526841125
8628,-1.0448937111744598
8629,-0.7582706104538754
8630,-0.8915523663004752
